index	cname	code	exp	memo	unit
840	渔业产品生产价格指数(上年价格=100)	A09070Q		2011年渔业产品指标分类依据最新《统计用产品分类目录》有所调整。	
841	海水养殖产品生产价格指数(上年=100)	A09070R		2011年渔业产品指标分类依据最新《统计用产品分类目录》有所调整。	
842	海水捕捞产品生产价格指数(上年=100)	A09070S		2011年渔业产品指标分类依据最新《统计用产品分类目录》有所调整。	
843	淡水养殖产品生产价格指数(上年=100)	A09070T		2011年渔业产品指标分类依据最新《统计用产品分类目录》有所调整。	
844	淡水捕捞产品生产价格指数(上年=100)	A09070U		2011年渔业产品指标分类依据最新《统计用产品分类目录》有所调整。	
845	工业生产者出厂价格指数(上年=100)	A090801	工业生产者出厂价格指数是反映一定时期内全部工业产品出厂价格总水平的变动趋势和程度的相对数，包括工业企业售给本企业以外所有单位的各种产品和直接售给居民用于生活消费的产品。该指数可以观察出厂价格变动对工业总产值及增加值的影响。	从2011年起工业品出厂价格指数改为工业生产者出厂价格指数。	
846	固定资产投资价格指数(上年=100)	A090901	固定资产投资价格指数是反映一定时期内固定资产投资品及取费项目的价格变动趋势和程度的相对数。固定资产投资额是由建筑安装工程投资完成额、设备工器具购置投资完成额和其他费用投资完成额三部分组成的。编制固定资产投资价格指数应首先分别编制上述三部分投资的价格指数，然后采用加权算术平均法求出固定资产投资价格总指数。		
847	建筑安装工程固定资产投资价格指数(上年=100)	A090902	固定资产投资价格指数是反映一定时期内固定资产投资品及取费项目的价格变动趋势和程度的相对数。固定资产投资额是由建筑安装工程投资完成额、设备工器具购置投资完成额和其他费用投资完成额三部分组成的。编制固定资产投资价格指数应首先分别编制上述三部分投资的价格指数，然后采用加权算术平均法求出固定资产投资价格总指数。		
848	设备工器具购置固定资产投资价格指数(上年=100)	A090903	固定资产投资价格指数是反映一定时期内固定资产投资品及取费项目的价格变动趋势和程度的相对数。固定资产投资额是由建筑安装工程投资完成额、设备工器具购置投资完成额和其他费用投资完成额三部分组成的。编制固定资产投资价格指数应首先分别编制上述三部分投资的价格指数，然后采用加权算术平均法求出固定资产投资价格总指数。		
849	其他费用固定资产投资价格指数(上年=100)	A090904	固定资产投资价格指数是反映一定时期内固定资产投资品及取费项目的价格变动趋势和程度的相对数。固定资产投资额是由建筑安装工程投资完成额、设备工器具购置投资完成额和其他费用投资完成额三部分组成的。编制固定资产投资价格指数应首先分别编制上述三部分投资的价格指数，然后采用加权算术平均法求出固定资产投资价格总指数。		
850	居民人均可支配收入	A0A0001		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
851	居民人均可支配收入_同比增长	A0A0002		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
852	城镇居民人均可支配收入	A0A0003		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
853	城镇居民人均可支配收入_同比增长	A0A0004		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
854	农村居民人均可支配收入	A0A0005		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
855	农村居民人均可支配收入_同比增长	A0A0006		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
856	居民人均消费支出	A0A0007		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
857	居民人均消费支出_同比增长	A0A0008		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
858	城镇居民人均消费支出	A0A0009		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
859	城镇居民人均消费支出_同比增长	A0A0010		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
860	农村居民人均消费支出	A0A0011		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	元
861	农村居民人均消费支出_同比增长	A0A0012		从2013年起，国家统计局开展了城乡一体化住户收支与生活状况调查，2013年及以后数据来源于此项调查。与2013年前的分城镇和农村住户调查的调查范围、调查方法、指标口径有所不同。	%
862	城乡居民人民币储蓄存款年底余额	A0A0101	人民币储蓄存款余额是指城乡居民在某一时点上在银行和其他金融机构的人民币储蓄存款总额。	城乡居民储蓄数据来源于人民银行。	亿元
863	城镇居民人均可支配收入	A0A0201	可支配收入指调查户可用于最终消费支出和其他非义务性支出以及储蓄的总和，即居民家庭可以用来自由支配的收入。它是家庭总收入扣除交纳的个人所得税、个人交纳的社会保障支出以及调查户的记账补贴后的收入。计算公式为：可支配收入=家庭总收入-交纳个人所得税-个人交纳的社会保障支出-记账补贴。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
864	城镇居民人均总收入	A0A0202	家庭总收入指调查户中生活在一起的所有家庭成员在调查期得到的工资性收入、经营净收入、财产性收入、转移性收入的总和，不包括出售财物和借贷收入。收入的统计标准以实际发生的数额为准，无论收入是补发还是预发，只要是调查期得到的都应如实计算，原则上不作分摊。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
865	城镇居民人均工资性收入	A0A0203	工资收入指就业人员通过各种途径得到的全部劳动报酬，包括所从事主要职业的工资以及从事第二职业、其他兼职和零星劳动得到的其他劳动收入。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
866	城镇居民人均经营净收入	A0A0204	经营净收入指家庭成员从事生产经营活动所获得的净收入。是全部生产经营收入中扣除生产成本和税金（但不扣除个人所得税）后所得的收入。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
867	城镇居民人均财产性收入	A0A0205	财产性收入指家庭拥有的动产(如银行存款、有价证券)、不动产(如房屋、土地等)所获得的收入。包括出让财产使用权所获得的利息、租金、专利收入；财产营运所获得的红利收入、财产增值收益等。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
868	城镇居民人均转移性收入	A0A0206	转移性收入指国家、单位、社会团体对居民家庭的各种转移支付和居民家庭间的收入转移。包括政府对个人收入转移的离退休金、失业救济金、赔偿等；单位对个人收入转移的辞退金、保险索赔、住房公积金、家庭间的赠送和赡养等。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
869	城镇居民家庭人均现金消费支出	A0A0301	消费性支出指调查户用于本家庭日常生活的全部支出，包括食品、衣着、居住、家庭设备用品及服务、医疗保健、交通和通信、教育文化娱乐服务、其他商品和服务八大类等。包括用于赠送的商品或服务。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
870	城镇居民家庭人均食品消费支出	A0A0302	食品消费支出指用于购买食品和在外饮食服务的相关支出，包括在商店、集市、工作单位食堂和饮食业购买和直接消费的主食、副食、烟草、酒、饮料以及干鲜瓜果、糖果、糕点、奶制品等。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
871	城镇居民家庭人均衣着消费支出	A0A030L	衣着消费支出指用于各种穿着用品及加工穿着品的各种材料的支出，包括棉、麻、丝、毛和各种人造纤维、合成纤维纺织的各种布匹、呢绒、绸缎及其加工的服装，各种鞋、袜、帽及其他零星穿着用品等。	2013年前城镇居民收支数据来源于独立开展的城镇住户抽样调查。	元
